metric,value,step
loss,0.26798874139785767,66989.0
loss,0.22971653938293457,66990.0
loss,0.2552075684070587,66991.0
loss,0.2597433924674988,66992.0
loss,0.27277666330337524,66993.0
loss,0.2212938368320465,66994.0
loss,0.25870007276535034,66995.0
loss,0.2157832384109497,66996.0
loss,0.25548461079597473,66997.0
loss,0.2767972946166992,66998.0
loss,0.24773818254470825,66999.0
loss,0.2490660846233368,67000.0
loss,0.24079908430576324,67001.0
loss,0.24096739292144775,67002.0
loss,0.23327817022800446,67003.0
loss,0.2840781509876251,67004.0
loss,0.23375838994979858,67005.0
loss,0.24743609130382538,67006.0
loss,0.2206040620803833,67007.0
loss,0.2882595658302307,67008.0
loss,0.28283363580703735,67009.0
loss,0.2445743829011917,67010.0
loss,0.250893235206604,67011.0
loss,0.24504134058952332,67012.0
loss,0.24738511443138123,67013.0
loss,0.243188738822937,67014.0
loss,0.25597044825553894,67015.0
loss,0.25002729892730713,67016.0
loss,0.25092440843582153,67017.0
loss,0.2752898335456848,67018.0
loss,0.27086159586906433,67019.0
loss,0.3125384747982025,67020.0
loss,0.2873040437698364,67021.0
loss,0.26046597957611084,67022.0
loss,0.2914287745952606,67023.0
loss,0.2519151270389557,67024.0
loss,0.2684386670589447,67025.0
loss,0.23607811331748962,67026.0
loss,0.263815313577652,67027.0
loss,0.25221186876296997,67028.0
loss,0.2549671530723572,67029.0
loss,0.2895820736885071,67030.0
loss,0.2774946391582489,67031.0
loss,0.2803908586502075,67032.0
loss,0.2536415755748749,67033.0
loss,0.31354010105133057,67034.0
loss,0.2338338941335678,67035.0
loss,0.28510379791259766,67036.0
loss,0.25321871042251587,67037.0
loss,0.253015398979187,67038.0
loss,0.19864627718925476,67039.0
loss,0.2969959080219269,67040.0
loss,0.25685012340545654,67041.0
loss,0.23950651288032532,67042.0
loss,0.2582474946975708,67043.0
loss,0.25701457262039185,67044.0
loss,0.2399720996618271,67045.0
loss,0.2662745714187622,67046.0
loss,0.2396390736103058,67047.0
loss,0.20988354086875916,67048.0
loss,0.24715694785118103,67049.0
loss,0.23927593231201172,67050.0
loss,0.22181832790374756,67051.0
loss,0.2481929361820221,67052.0
loss,0.2763986885547638,67053.0
loss,0.24604132771492004,67054.0
loss,0.25711846351623535,67055.0
loss,0.22239062190055847,67056.0
loss,0.26714420318603516,67057.0
loss,0.2204090654850006,67058.0
loss,0.26990604400634766,67059.0
loss,0.24688950181007385,67060.0
loss,0.27320384979248047,67061.0
loss,0.26173096895217896,67062.0
loss,0.2313019335269928,67063.0
loss,0.2553229331970215,67064.0
loss,0.2785055935382843,67065.0
loss,0.2765483856201172,67066.0
loss,0.23235875368118286,67067.0
loss,0.2801753282546997,67068.0
loss,0.22403299808502197,67069.0
loss,0.23817065358161926,67070.0
loss,0.1790650188922882,67071.0
loss,0.25797250866889954,67072.0
loss,0.2682247459888458,67073.0
loss,0.23842753469944,67074.0
loss,0.2303716540336609,67075.0
loss,0.22965116798877716,67076.0
loss,0.2541577219963074,67077.0
loss,0.2696419954299927,67078.0
loss,0.22266283631324768,67079.0
loss,0.22473087906837463,67080.0
loss,0.2403668463230133,67081.0
loss,0.21455053985118866,67082.0
loss,0.22784987092018127,67083.0
loss,0.22266411781311035,67084.0
loss,0.23854346573352814,67085.0
loss,0.24796375632286072,67086.0
loss,0.25447842478752136,67087.0
loss,0.2229185551404953,67088.0
loss,0.25825685262680054,67089.0
loss,0.22184087336063385,67090.0
loss,0.25534379482269287,67091.0
loss,0.23736807703971863,67092.0
loss,0.22858616709709167,67093.0
loss,0.2537590563297272,67094.0
loss,0.24240189790725708,67095.0
loss,0.24108457565307617,67096.0
loss,0.27973246574401855,67097.0
loss,0.26929971575737,67098.0
loss,0.24903669953346252,67099.0
loss,0.26219040155410767,67100.0
loss,0.22690483927726746,67101.0
loss,0.2543502449989319,67102.0
loss,0.19222116470336914,67103.0
loss,0.27748382091522217,67104.0
loss,0.24979615211486816,67105.0
loss,0.2235083281993866,67106.0
loss,0.2304212749004364,67107.0
loss,0.2534134089946747,67108.0
loss,0.230513796210289,67109.0
loss,0.25466403365135193,67110.0
loss,0.2292776107788086,67111.0
loss,0.22169077396392822,67112.0
loss,0.24601280689239502,67113.0
loss,0.22649401426315308,67114.0
loss,0.21694931387901306,67115.0
loss,0.22320419549942017,67116.0
loss,0.24805541336536407,67117.0
loss,0.2226225584745407,67118.0
loss,0.23151546716690063,67119.0
loss,0.23333799839019775,67120.0
loss,0.24562643468379974,67121.0
loss,0.21456965804100037,67122.0
loss,0.23934140801429749,67123.0
loss,0.21059462428092957,67124.0
loss,0.2142171561717987,67125.0
loss,0.2321607619524002,67126.0
loss,0.22597751021385193,67127.0
loss,0.2173123061656952,67128.0
loss,0.23957745730876923,67129.0
loss,0.29155534505844116,67130.0
loss,0.22765237092971802,67131.0
loss,0.23346328735351562,67132.0
loss,0.2314983606338501,67133.0
loss,0.2516319751739502,67134.0
loss,0.1819404810667038,67135.0
loss,0.2595676779747009,67136.0
loss,0.2608875036239624,67137.0
loss,0.22313791513442993,67138.0
loss,0.2507897615432739,67139.0
loss,0.23293471336364746,67140.0
loss,0.2008797824382782,67141.0
loss,0.23842783272266388,67142.0
loss,0.20311051607131958,67143.0
loss,0.19265809655189514,67144.0
loss,0.22728747129440308,67145.0
loss,0.23043237626552582,67146.0
loss,0.2105320394039154,67147.0
loss,0.21353673934936523,67148.0
loss,0.22767537832260132,67149.0
loss,0.22388169169425964,67150.0
loss,0.2479129582643509,67151.0
loss,0.21575690805912018,67152.0
loss,0.22601057589054108,67153.0
loss,0.219378262758255,67154.0
loss,0.22736932337284088,67155.0
loss,0.21911567449569702,67156.0
loss,0.22614847123622894,67157.0
loss,0.22119182348251343,67158.0
loss,0.23669427633285522,67159.0
loss,0.2416854351758957,67160.0
loss,0.25169986486434937,67161.0
loss,0.31008100509643555,67162.0
loss,0.269376665353775,67163.0
loss,0.27194154262542725,67164.0
loss,0.23766396939754486,67165.0
loss,0.24627405405044556,67166.0
loss,0.18776674568653107,67167.0
loss,0.28018683195114136,67168.0
loss,0.22959259152412415,67169.0
loss,0.22826462984085083,67170.0
loss,0.258748859167099,67171.0
loss,0.24513210356235504,67172.0
loss,0.23378679156303406,67173.0
loss,0.25877436995506287,67174.0
loss,0.2463555932044983,67175.0
loss,0.2274559736251831,67176.0
loss,0.23123693466186523,67177.0
loss,0.2330971509218216,67178.0
loss,0.20969358086585999,67179.0
loss,0.24616587162017822,67180.0
loss,0.2375658005475998,67181.0
loss,0.25173667073249817,67182.0
loss,0.25693535804748535,67183.0
loss,0.23454266786575317,67184.0
loss,0.24730950593948364,67185.0
loss,0.23533031344413757,67186.0
loss,0.2311525046825409,67187.0
loss,0.23374980688095093,67188.0
loss,0.235518217086792,67189.0
loss,0.2643522024154663,67190.0
loss,0.2290762960910797,67191.0
loss,0.2049061357975006,67192.0
loss,0.2506090998649597,67193.0
loss,0.25436732172966003,67194.0
loss,0.23910079896450043,67195.0
loss,0.23484179377555847,67196.0
loss,0.21362724900245667,67197.0
loss,0.22448357939720154,67198.0
loss,0.15784984827041626,67199.0
loss,0.2411448359489441,67200.0
loss,0.2690105736255646,67201.0
loss,0.22106215357780457,67202.0
loss,0.23581060767173767,67203.0
loss,0.24681802093982697,67204.0
loss,0.24261170625686646,67205.0
loss,0.24928811192512512,67206.0
loss,0.22168944776058197,67207.0
loss,0.21703317761421204,67208.0
loss,0.2024889588356018,67209.0
loss,0.23083019256591797,67210.0
loss,0.19482101500034332,67211.0
loss,0.24921751022338867,67212.0
loss,0.2525453269481659,67213.0
loss,0.21875575184822083,67214.0
loss,0.22542232275009155,67215.0
loss,0.2220231592655182,67216.0
loss,0.23580247163772583,67217.0
loss,0.2301754504442215,67218.0
loss,0.23708267509937286,67219.0
loss,0.226511150598526,67220.0
loss,0.22428154945373535,67221.0
loss,0.24217776954174042,67222.0
loss,0.21617645025253296,67223.0
loss,0.21321240067481995,67224.0
loss,0.21242541074752808,67225.0
loss,0.2257276475429535,67226.0
loss,0.2342260181903839,67227.0
loss,0.2345362901687622,67228.0
loss,0.2119017243385315,67229.0
loss,0.22566115856170654,67230.0
loss,0.15977215766906738,67231.0
loss,0.247010737657547,67232.0
loss,0.22855240106582642,67233.0
loss,0.23137438297271729,67234.0
loss,0.2625657916069031,67235.0
loss,0.27028143405914307,67236.0
loss,0.24867555499076843,67237.0
loss,0.24907320737838745,67238.0
loss,0.23375476896762848,67239.0
loss,0.22981274127960205,67240.0
loss,0.2520977258682251,67241.0
loss,0.24976935982704163,67242.0
loss,0.24566709995269775,67243.0
loss,0.2526848018169403,67244.0
loss,0.27593570947647095,67245.0
loss,0.24797861278057098,67246.0
loss,0.3019477128982544,67247.0
loss,0.2545807659626007,67248.0
loss,0.31611597537994385,67249.0
loss,0.2735725939273834,67250.0
loss,0.2519209682941437,67251.0
loss,0.2654584050178528,67252.0
loss,0.2700408101081848,67253.0
loss,0.2898329794406891,67254.0
loss,0.2535865306854248,67255.0
loss,0.2310156524181366,67256.0
loss,0.27750536799430847,67257.0
loss,0.25465482473373413,67258.0
loss,0.255332350730896,67259.0
loss,0.26594653725624084,67260.0
loss,0.24860548973083496,67261.0
loss,0.2292887270450592,67262.0
loss,0.19613924622535706,67263.0
loss,0.26573991775512695,67264.0
loss,0.2626565098762512,67265.0
loss,0.21959763765335083,67266.0
loss,0.24582695960998535,67267.0
loss,0.22895875573158264,67268.0
loss,0.2115490883588791,67269.0
loss,0.22109289467334747,67270.0
loss,0.1995876580476761,67271.0
loss,0.21565216779708862,67272.0
loss,0.21644237637519836,67273.0
loss,0.2012164294719696,67274.0
loss,0.20316939055919647,67275.0
loss,0.2323443591594696,67276.0
loss,0.2438013255596161,67277.0
loss,0.2511216402053833,67278.0
loss,0.25335633754730225,67279.0
loss,0.24432440102100372,67280.0
loss,0.24501840770244598,67281.0
loss,0.2130439281463623,67282.0
loss,0.23038135468959808,67283.0
loss,0.23934264481067657,67284.0
loss,0.21972300112247467,67285.0
loss,0.21922604739665985,67286.0
loss,0.22255124151706696,67287.0
loss,0.2052113115787506,67288.0
loss,0.2569006085395813,67289.0
loss,0.24200662970542908,67290.0
loss,0.24334505200386047,67291.0
loss,0.25194334983825684,67292.0
loss,0.20744526386260986,67293.0
loss,0.20019324123859406,67294.0
loss,0.16122528910636902,67295.0
loss,0.2518620491027832,67296.0
loss,0.223802849650383,67297.0
loss,0.21619321405887604,67298.0
loss,0.2320394515991211,67299.0
loss,0.213924840092659,67300.0
loss,0.22172749042510986,67301.0
loss,0.191836878657341,67302.0
loss,0.20862650871276855,67303.0
loss,0.19480693340301514,67304.0
loss,0.22431400418281555,67305.0
loss,0.22231949865818024,67306.0
loss,0.191670224070549,67307.0
loss,0.202269047498703,67308.0
loss,0.22421345114707947,67309.0
loss,0.19913402199745178,67310.0
loss,0.22751659154891968,67311.0
loss,0.21507981419563293,67312.0
loss,0.20911169052124023,67313.0
loss,0.210972860455513,67314.0
loss,0.21874278783798218,67315.0
loss,0.23351243138313293,67316.0
loss,0.20637646317481995,67317.0
loss,0.23186975717544556,67318.0
loss,0.22110387682914734,67319.0
loss,0.22984251379966736,67320.0
loss,0.23060205578804016,67321.0
loss,0.2470569610595703,67322.0
loss,0.21605563163757324,67323.0
loss,0.23430608212947845,67324.0
loss,0.1998746395111084,67325.0
loss,0.21393024921417236,67326.0
loss,0.16251370310783386,67327.0
loss,0.271356463432312,67328.0
loss,0.26228442788124084,67329.0
loss,0.2228328287601471,67330.0
loss,0.23613309860229492,67331.0
loss,0.23472000658512115,67332.0
loss,0.26088687777519226,67333.0
loss,0.2363053262233734,67334.0
loss,0.23494386672973633,67335.0
loss,0.2014099359512329,67336.0
loss,0.2608757019042969,67337.0
loss,0.22726663947105408,67338.0
loss,0.23078839480876923,67339.0
loss,0.21261247992515564,67340.0
loss,0.2514287233352661,67341.0
loss,0.23088063299655914,67342.0
loss,0.2663622498512268,67343.0
loss,0.25290119647979736,67344.0
loss,0.27708035707473755,67345.0
loss,0.22956761717796326,67346.0
loss,0.30597710609436035,67347.0
loss,0.2741588354110718,67348.0
loss,0.2869134545326233,67349.0
loss,0.28072330355644226,67350.0
loss,0.26012343168258667,67351.0
loss,0.26829832792282104,67352.0
loss,0.26786139607429504,67353.0
loss,0.2887260913848877,67354.0
loss,0.236354261636734,67355.0
loss,0.28595882654190063,67356.0
loss,0.2232125997543335,67357.0
loss,0.2226787805557251,67358.0
loss,0.1983453333377838,67359.0
loss,0.26721566915512085,67360.0
loss,0.2367069274187088,67361.0
loss,0.2350454181432724,67362.0
loss,0.23082585632801056,67363.0
loss,0.24945169687271118,67364.0
loss,0.24146705865859985,67365.0
loss,0.22035355865955353,67366.0
loss,0.23540157079696655,67367.0
loss,0.21747294068336487,67368.0
loss,0.22131702303886414,67369.0
loss,0.24972575902938843,67370.0
loss,0.23608563840389252,67371.0
loss,0.21255826950073242,67372.0
loss,0.2568868398666382,67373.0
loss,0.24550600349903107,67374.0
loss,0.24207188189029694,67375.0
loss,0.2292218804359436,67376.0
loss,0.23569151759147644,67377.0
loss,0.21529901027679443,67378.0
loss,0.24587640166282654,67379.0
loss,0.2149994820356369,67380.0
loss,0.21900486946105957,67381.0
loss,0.21680858731269836,67382.0
loss,0.22758308053016663,67383.0
loss,0.20453539490699768,67384.0
loss,0.23337684571743011,67385.0
loss,0.23212936520576477,67386.0
loss,0.21999962627887726,67387.0
loss,0.2564278841018677,67388.0
loss,0.20348766446113586,67389.0
loss,0.19132399559020996,67390.0
loss,0.13655990362167358,67391.0
loss,0.2492862194776535,67392.0
loss,0.2370467334985733,67393.0
loss,0.22721858322620392,67394.0
loss,0.24821853637695312,67395.0
loss,0.229220449924469,67396.0
loss,0.2292705625295639,67397.0
loss,0.23573678731918335,67398.0
loss,0.23910947144031525,67399.0
loss,0.24148836731910706,67400.0
loss,0.23074215650558472,67401.0
loss,0.2411205917596817,67402.0
loss,0.22310203313827515,67403.0
loss,0.21784381568431854,67404.0
loss,0.2233574241399765,67405.0
loss,0.23208844661712646,67406.0
loss,0.27248573303222656,67407.0
loss,0.22863873839378357,67408.0
loss,0.22211912274360657,67409.0
loss,0.21223421394824982,67410.0
loss,0.24042782187461853,67411.0
loss,0.23993729054927826,67412.0
loss,0.22806262969970703,67413.0
loss,0.2140079140663147,67414.0
loss,0.2159995436668396,67415.0
loss,0.20367179811000824,67416.0
loss,0.21581032872200012,67417.0
loss,0.2563232481479645,67418.0
loss,0.23478679358959198,67419.0
loss,0.20659661293029785,67420.0
loss,0.19181083142757416,67421.0
loss,0.2111787497997284,67422.0
loss,0.15436150133609772,67423.0
loss,0.2595136761665344,67424.0
loss,0.2305925339460373,67425.0
loss,0.22491967678070068,67426.0
loss,0.20868553221225739,67427.0
loss,0.217888742685318,67428.0
loss,0.21426066756248474,67429.0
loss,0.19799113273620605,67430.0
loss,0.22657273709774017,67431.0
loss,0.22231732308864594,67432.0
loss,0.22116735577583313,67433.0
loss,0.2174292504787445,67434.0
loss,0.2248927801847458,67435.0
loss,0.18228578567504883,67436.0
loss,0.2080961912870407,67437.0
loss,0.18502682447433472,67438.0
loss,0.2304823249578476,67439.0
loss,0.21694596111774445,67440.0
loss,0.20426103472709656,67441.0
loss,0.1858590543270111,67442.0
loss,0.20324808359146118,67443.0
loss,0.21795058250427246,67444.0
loss,0.21179145574569702,67445.0
loss,0.18789371848106384,67446.0
loss,0.21029528975486755,67447.0
loss,0.21923166513442993,67448.0
loss,0.21699781715869904,67449.0
loss,0.24373683333396912,67450.0
loss,0.21561750769615173,67451.0
loss,0.20248156785964966,67452.0
loss,0.18005375564098358,67453.0
loss,0.2051309049129486,67454.0
loss,0.15355175733566284,67455.0
loss,0.2530927360057831,67456.0
loss,0.21643118560314178,67457.0
loss,0.19653446972370148,67458.0
loss,0.2121809422969818,67459.0
loss,0.20481730997562408,67460.0
loss,0.19513431191444397,67461.0
loss,0.22018426656723022,67462.0
loss,0.21788457036018372,67463.0
loss,0.21249938011169434,67464.0
loss,0.2019951343536377,67465.0
loss,0.23179349303245544,67466.0
loss,0.21866461634635925,67467.0
loss,0.20461738109588623,67468.0
loss,0.2349947690963745,67469.0
loss,0.19900503754615784,67470.0
loss,0.24537543952465057,67471.0
loss,0.2253105193376541,67472.0
loss,0.21070685982704163,67473.0
loss,0.16095271706581116,67474.0
loss,0.2354401797056198,67475.0
loss,0.22637976706027985,67476.0
loss,0.21328702569007874,67477.0
loss,0.20791742205619812,67478.0
loss,0.2226618528366089,67479.0
loss,0.21679207682609558,67480.0
loss,0.21387961506843567,67481.0
loss,0.2601250112056732,67482.0
loss,0.23793333768844604,67483.0
loss,0.22354750335216522,67484.0
loss,0.1997377723455429,67485.0
loss,0.20841926336288452,67486.0
loss,0.13336941599845886,67487.0
loss,0.2206939458847046,67488.0
loss,0.20517085492610931,67489.0
loss,0.20252370834350586,67490.0
loss,0.20498310029506683,67491.0
loss,0.21872252225875854,67492.0
loss,0.19028079509735107,67493.0
loss,0.2316528558731079,67494.0
loss,0.22631768882274628,67495.0
loss,0.21405327320098877,67496.0
loss,0.2068118155002594,67497.0
loss,0.21844470500946045,67498.0
loss,0.217649906873703,67499.0
loss,0.18761223554611206,67500.0
loss,0.2066178321838379,67501.0
loss,0.20628203451633453,67502.0
loss,0.23647403717041016,67503.0
loss,0.22639800608158112,67504.0
loss,0.2127993255853653,67505.0
loss,0.1762654185295105,67506.0
loss,0.2059943825006485,67507.0
loss,0.22192510962486267,67508.0
loss,0.22171509265899658,67509.0
loss,0.2254127562046051,67510.0
loss,0.21634595096111298,67511.0
loss,0.18940463662147522,67512.0
loss,0.19440695643424988,67513.0
loss,0.21987658739089966,67514.0
loss,0.22524511814117432,67515.0
loss,0.21925510466098785,67516.0
loss,0.21783143281936646,67517.0
loss,0.1766350418329239,67518.0
loss,0.12277527153491974,67519.0
loss,0.22435957193374634,67520.0
loss,0.20704883337020874,67521.0
loss,0.19454431533813477,67522.0
loss,0.1889227330684662,67523.0
loss,0.22077563405036926,67524.0
loss,0.1780763566493988,67525.0
loss,0.1998651623725891,67526.0
loss,0.189419686794281,67527.0
loss,0.19548949599266052,67528.0
loss,0.2112526297569275,67529.0
loss,0.20521457493305206,67530.0
loss,0.2241271436214447,67531.0
loss,0.18643273413181305,67532.0
loss,0.1995009481906891,67533.0
loss,0.1917424499988556,67534.0
loss,0.22491946816444397,67535.0
loss,0.21501711010932922,67536.0
loss,0.20720621943473816,67537.0
loss,0.2023421972990036,67538.0
loss,0.19306647777557373,67539.0
loss,0.20066241919994354,67540.0
loss,0.2341732680797577,67541.0
loss,0.25955405831336975,67542.0
loss,0.25506994128227234,67543.0
loss,0.2588847279548645,67544.0
loss,0.2437465786933899,67545.0
loss,0.26123592257499695,67546.0
loss,0.2554028630256653,67547.0
loss,0.2540327310562134,67548.0
loss,0.19875967502593994,67549.0
loss,0.19544216990470886,67550.0
loss,0.10216685384511948,67551.0
loss,0.2451384961605072,67552.0
loss,0.21188771724700928,67553.0
loss,0.2020522803068161,67554.0
loss,0.22066983580589294,67555.0
loss,0.2172374725341797,67556.0
loss,0.20038190484046936,67557.0
loss,0.21878044307231903,67558.0
loss,0.20792382955551147,67559.0
loss,0.2033408284187317,67560.0
loss,0.19653815031051636,67561.0
loss,0.20503562688827515,67562.0
loss,0.18669839203357697,67563.0
loss,0.1872064471244812,67564.0
loss,0.20056423544883728,67565.0
loss,0.18427343666553497,67566.0
loss,0.21596510708332062,67567.0
loss,0.22789223492145538,67568.0
loss,0.20128430426120758,67569.0
loss,0.18537050485610962,67570.0
loss,0.2102086991071701,67571.0
loss,0.2120189666748047,67572.0
loss,0.21322952210903168,67573.0
loss,0.1960141658782959,67574.0
loss,0.210250586271286,67575.0
loss,0.22243978083133698,67576.0
loss,0.20240207016468048,67577.0
loss,0.24679100513458252,67578.0
loss,0.2187449336051941,67579.0
loss,0.19881045818328857,67580.0
loss,0.20119690895080566,67581.0
loss,0.17349261045455933,67582.0
loss,0.12323155254125595,67583.0
loss,0.21592476963996887,67584.0
loss,0.22173580527305603,67585.0
loss,0.18231308460235596,67586.0
loss,0.196046382188797,67587.0
loss,0.19891062378883362,67588.0
loss,0.19592580199241638,67589.0
loss,0.21226775646209717,67590.0
loss,0.17975622415542603,67591.0
loss,0.1820760816335678,67592.0
loss,0.18927794694900513,67593.0
loss,0.1793663501739502,67594.0
loss,0.18464581668376923,67595.0
loss,0.17313751578330994,67596.0
loss,0.2094878852367401,67597.0
loss,0.15679030120372772,67598.0
loss,0.1965058296918869,67599.0
loss,0.20875689387321472,67600.0
loss,0.20260176062583923,67601.0
loss,0.18772175908088684,67602.0
loss,0.19487085938453674,67603.0
loss,0.20448574423789978,67604.0
loss,0.21088236570358276,67605.0
loss,0.18287838995456696,67606.0
loss,0.2095952332019806,67607.0
loss,0.2050025463104248,67608.0
loss,0.19032762944698334,67609.0
loss,0.20699626207351685,67610.0
loss,0.22398874163627625,67611.0
loss,0.2030377835035324,67612.0
loss,0.20770741999149323,67613.0
loss,0.1880294233560562,67614.0
loss,0.12499760836362839,67615.0
loss,0.20393002033233643,67616.0
loss,0.18829825520515442,67617.0
loss,0.18359026312828064,67618.0
loss,0.20185287296772003,67619.0
loss,0.19846437871456146,67620.0
loss,0.19461555778980255,67621.0
loss,0.19589021801948547,67622.0
loss,0.2121586799621582,67623.0
loss,0.1941121220588684,67624.0
loss,0.18873736262321472,67625.0
loss,0.19313547015190125,67626.0
loss,0.2003747969865799,67627.0
loss,0.18268898129463196,67628.0
loss,0.2040424346923828,67629.0
loss,0.16877546906471252,67630.0
loss,0.21031232178211212,67631.0
loss,0.21008262038230896,67632.0
loss,0.19275066256523132,67633.0
loss,0.16771546006202698,67634.0
loss,0.18759633600711823,67635.0
loss,0.185136079788208,67636.0
loss,0.2083078920841217,67637.0
loss,0.19252446293830872,67638.0
loss,0.20798563957214355,67639.0
loss,0.18495874106884003,67640.0
loss,0.20052914321422577,67641.0
loss,0.22000600397586823,67642.0
loss,0.1947707235813141,67643.0
loss,0.1952936202287674,67644.0
loss,0.18612122535705566,67645.0
loss,0.18611803650856018,67646.0
loss,0.1119697168469429,67647.0
loss,0.2174229919910431,67648.0
loss,0.19860278069972992,67649.0
loss,0.18553194403648376,67650.0
loss,0.20803144574165344,67651.0
loss,0.225084125995636,67652.0
loss,0.18345282971858978,67653.0
loss,0.20666280388832092,67654.0
loss,0.1957019865512848,67655.0
loss,0.19671450555324554,67656.0
loss,0.2418123185634613,67657.0
loss,0.19223663210868835,67658.0
loss,0.21775971353054047,67659.0
loss,0.195915088057518,67660.0
loss,0.22221125662326813,67661.0
loss,0.20027169585227966,67662.0
loss,0.19420179724693298,67663.0
loss,0.2231314480304718,67664.0
loss,0.2061537653207779,67665.0
loss,0.1782529354095459,67666.0
loss,0.23723000288009644,67667.0
loss,0.20671266317367554,67668.0
loss,0.24069225788116455,67669.0
loss,0.21242272853851318,67670.0
loss,0.23121462762355804,67671.0
loss,0.2197623997926712,67672.0
loss,0.20645128190517426,67673.0
loss,0.2579759955406189,67674.0
loss,0.20660503208637238,67675.0
loss,0.22403201460838318,67676.0
loss,0.20976325869560242,67677.0
loss,0.21003110706806183,67678.0
loss,0.13003942370414734,67679.0
loss,0.21092694997787476,67680.0
loss,0.20406273007392883,67681.0
loss,0.18730464577674866,67682.0
loss,0.21359863877296448,67683.0
loss,0.22222986817359924,67684.0
loss,0.22383353114128113,67685.0
loss,0.22934024035930634,67686.0
loss,0.20140360295772552,67687.0
loss,0.1911904513835907,67688.0
loss,0.19967707991600037,67689.0
loss,0.17681416869163513,67690.0
loss,0.19053737819194794,67691.0
loss,0.20436814427375793,67692.0
loss,0.20010273158550262,67693.0
loss,0.18936514854431152,67694.0
loss,0.19619666039943695,67695.0
loss,0.21330296993255615,67696.0
loss,0.19124019145965576,67697.0
loss,0.1866839975118637,67698.0
loss,0.225523442029953,67699.0
loss,0.2184123992919922,67700.0
loss,0.22603337466716766,67701.0
loss,0.18909487128257751,67702.0
loss,0.22108450531959534,67703.0
loss,0.2174077033996582,67704.0
loss,0.23154985904693604,67705.0
loss,0.26754969358444214,67706.0
loss,0.2326364666223526,67707.0
loss,0.2661135792732239,67708.0
loss,0.2091400921344757,67709.0
loss,0.20667831599712372,67710.0
loss,0.1750962734222412,67711.0
loss,0.24758639931678772,67712.0
loss,0.2694055438041687,67713.0
loss,0.22222231328487396,67714.0
loss,0.24245330691337585,67715.0
loss,0.25874263048171997,67716.0
loss,0.22520211338996887,67717.0
loss,0.2564426064491272,67718.0
loss,0.21229621767997742,67719.0
loss,0.21860362589359283,67720.0
loss,0.22638773918151855,67721.0
loss,0.19368615746498108,67722.0
loss,0.21441516280174255,67723.0
loss,0.1890108287334442,67724.0
loss,0.2308495044708252,67725.0
loss,0.1835128664970398,67726.0
loss,0.24265411496162415,67727.0
loss,0.24260586500167847,67728.0
loss,0.20748025178909302,67729.0
loss,0.20622235536575317,67730.0
loss,0.20817925035953522,67731.0
loss,0.21504946053028107,67732.0
loss,0.18686014413833618,67733.0
loss,0.22025150060653687,67734.0
loss,0.21326997876167297,67735.0
loss,0.23676112294197083,67736.0
loss,0.20588640868663788,67737.0
loss,0.22049686312675476,67738.0
loss,0.22073328495025635,67739.0
loss,0.22233441472053528,67740.0
loss,0.21866275370121002,67741.0
loss,0.19194422662258148,67742.0
loss,0.1390073001384735,67743.0
loss,0.22139859199523926,67744.0
loss,0.20671260356903076,67745.0
loss,0.1765647530555725,67746.0
loss,0.20355857908725739,67747.0
loss,0.1890200674533844,67748.0
loss,0.18834099173545837,67749.0
loss,0.2403971552848816,67750.0
loss,0.19124257564544678,67751.0
loss,0.18471930921077728,67752.0
loss,0.18546053767204285,67753.0
loss,0.17845365405082703,67754.0
loss,0.18427085876464844,67755.0
loss,0.15112823247909546,67756.0
loss,0.18666093051433563,67757.0
loss,0.18082879483699799,67758.0
loss,0.217393159866333,67759.0
loss,0.20525386929512024,67760.0
loss,0.19082972407341003,67761.0
loss,0.1723412275314331,67762.0
loss,0.184349924325943,67763.0
loss,0.22328346967697144,67764.0
loss,0.19237366318702698,67765.0
loss,0.19031253457069397,67766.0
loss,0.18500688672065735,67767.0
loss,0.23069146275520325,67768.0
loss,0.19547520577907562,67769.0
loss,0.18864579498767853,67770.0
loss,0.20583470165729523,67771.0
loss,0.18574580550193787,67772.0
loss,0.18056637048721313,67773.0
loss,0.16871963441371918,67774.0
loss,0.1260431408882141,67775.0
loss,0.20197714865207672,67776.0
loss,0.18970489501953125,67777.0
loss,0.1920541524887085,67778.0
loss,0.19531403481960297,67779.0
loss,0.20480957627296448,67780.0
loss,0.20140257477760315,67781.0
loss,0.21367794275283813,67782.0
loss,0.19624829292297363,67783.0
loss,0.1895868182182312,67784.0
loss,0.2081042230129242,67785.0
loss,0.19967657327651978,67786.0
loss,0.17676618695259094,67787.0
loss,0.18110904097557068,67788.0
loss,0.2160368710756302,67789.0
loss,0.21359707415103912,67790.0
loss,0.2109295129776001,67791.0
loss,0.22360509634017944,67792.0
loss,0.20689110457897186,67793.0
loss,0.18328739702701569,67794.0
loss,0.20040372014045715,67795.0
loss,0.2159813791513443,67796.0
loss,0.19852924346923828,67797.0
loss,0.20794740319252014,67798.0
loss,0.20413339138031006,67799.0
loss,0.20005132257938385,67800.0
loss,0.19045504927635193,67801.0
loss,0.19066675007343292,67802.0
loss,0.20910748839378357,67803.0
loss,0.1967191994190216,67804.0
loss,0.1769586205482483,67805.0
loss,0.17414061725139618,67806.0
loss,0.1175694465637207,67807.0
loss,0.21085327863693237,67808.0
loss,0.195237398147583,67809.0
loss,0.17871272563934326,67810.0
loss,0.19634202122688293,67811.0
loss,0.17683884501457214,67812.0
loss,0.16383172571659088,67813.0
